student_id,gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed
ENSPD000155,Other,23.0,Electrique,1,94.9,5.0,52.7,55.1,63.7,2.0,6.8,22.5,No,No,Low,3.0,Yes,Salle 7,143.0,55.2,1.0
ENSPD000156,Male,21.0,Chimie,2,85.8,14.0,38.2,100.0,79.8,1.0,0.0,7.1,No,No,Middle,1.0,Yes,Salle 3,119.0,68.8,1.0
ENSPD000157,Female,22.0,Mecanique,2,68.7,31.0,76.7,59.9,74.5,4.0,0.2,5.5,Yes,No,Middle,0.0,Yes,Salle 26,231.0,67.9,1.0
ENSPD000158,Female,22.0,Telecom,3,77.9,22.0,64.6,66.6,79.0,0.0,3.3,19.9,No,No,Middle,2.0,Yes,Salle 30,154.0,70.2,1.0
ENSPD000159,Male,19.0,Electrique,2,75.4,25.0,65.7,65.2,82.0,0.0,2.7,13.9,Yes,No,Middle,1.0,Yes,Salle 26,185.0,66.0,1.0
ENSPD000160,Female,20.0,Mecanique,4,82.6,17.0,50.2,59.7,29.1,1.0,0.6,13.2,Yes,No,Middle,0.0,No,Salle 17,178.0,48.9,0.0
ENSPD000161,Male,25.0,Electrique,1,98.0,2.0,62.2,70.1,35.7,3.0,1.8,16.3,Yes,No,Low,1.0,Yes,Salle 21,143.0,50.5,1.0
ENSPD000162,Female,24.0,Electrique,2,80.2,20.0,81.4,46.8,87.4,1.0,1.4,5.4,No,Yes,Middle,0.0,Yes,Salle 16,185.0,72.4,1.0
ENSPD000163,Female,22.0,Informatique,2,80.9,19.0,65.0,72.7,48.4,1.0,1.5,7.1,Yes,No,Middle,0.0,Yes,Salle 25,298.0,57.6,1.0
ENSPD000164,Male,22.0,GenieCivil,3,100.0,0.0,65.4,30.3,50.5,2.0,1.8,12.4,Yes,No,High,0.0,Yes,Salle 18,185.0,50.8,1.0
ENSPD000165,Male,21.0,Mecanique,5,92.5,8.0,68.1,38.6,38.7,1.0,10.1,11.5,Yes,No,Middle,1.0,Yes,Salle 25,67.0,48.1,0.0
ENSPD000166,Female,25.0,GenieCivil,3,88.9,11.0,46.5,94.9,55.9,0.0,8.7,44.1,No,No,Low,1.0,Yes,Salle 10,185.0,65.8,1.0
ENSPD000167,Male,22.0,Chimie,5,100.0,0.0,74.4,39.4,57.0,1.0,8.0,33.0,Yes,No,High,1.0,Yes,Salle 23,48.0,58.9,1.0
ENSPD000168,Male,22.0,GenieCivil,2,87.9,12.0,46.2,26.7,45.3,0.0,1.6,15.7,No,No,Low,0.0,Yes,Salle 29,177.0,37.8,0.0
ENSPD000169,Male,24.0,Energetique,1,58.2,42.0,50.9,39.8,42.9,1.0,0.8,0.0,No,Yes,Middle,1.0,No,Salle 7,83.0,42.4,0.0
ENSPD000170,Female,20.0,Mecanique,1,92.0,8.0,49.3,93.3,70.4,1.0,1.6,9.8,Yes,Yes,Low,2.0,No,Salle 4,186.0,68.6,1.0
ENSPD000171,Female,25.0,GenieCivil,2,62.9,37.0,62.4,29.7,47.8,3.0,1.9,11.5,Yes,No,Middle,0.0,No,Salle 28,177.0,40.3,0.0
ENSPD000172,Male,19.0,Chimie,2,87.4,13.0,59.7,44.8,63.5,1.0,0.7,7.6,Yes,Yes,Middle,0.0,No,Salle 3,119.0,52.8,1.0
ENSPD000173,Male,25.0,GenieCivil,1,61.4,39.0,65.0,35.8,20.3,1.0,1.4,11.5,Yes,No,Middle,1.0,Yes,Salle 14,149.0,33.2,0.0
ENSPD000174,Male,21.0,GenieCivil,2,76.4,24.0,51.4,57.1,100.0,1.0,1.4,15.7,No,No,Middle,1.0,Yes,Salle 29,177.0,69.7,1.0
ENSPD000175,Female,22.0,Informatique,2,77.6,22.0,80.1,54.2,82.8,1.0,4.7,25.9,Yes,No,High,0.0,Yes,Salle 6,298.0,74.0,1.0
ENSPD000176,Male,18.0,Mecanique,1,72.8,27.0,77.5,53.3,54.1,1.0,0.5,6.6,No,No,Low,1.0,No,Salle 1,186.0,60.6,1.0
ENSPD000177,Female,21.0,Mecanique,2,77.8,22.0,62.4,95.4,46.0,1.0,1.4,19.9,No,No,Low,1.0,Yes,Salle 3,231.0,68.1,1.0
ENSPD000178,Male,20.0,Energetique,4,94.4,6.0,57.8,40.4,64.2,1.0,1.2,10.3,Yes,Yes,Low,0.0,Yes,Salle 9,70.0,56.4,1.0
ENSPD000179,Female,21.0,Mecanique,2,73.4,27.0,56.3,60.2,63.7,0.0,0.3,8.4,No,No,High,1.0,Yes,Salle 4,231.0,59.5,1.0
ENSPD000180,Male,22.0,Telecom,4,88.5,12.0,60.3,68.1,38.5,0.0,0.8,12.0,Yes,Yes,High,2.0,Yes,Salle 27,121.0,53.7,1.0
ENSPD000181,Male,24.0,Electrique,3,70.4,30.0,44.0,44.4,13.0,2.0,0.1,0.0,Yes,No,Middle,2.0,Yes,Salle 29,188.0,38.5,0.0
ENSPD000182,Male,22.0,Mecanique,2,79.7,20.0,50.6,70.8,63.5,0.0,0.8,5.3,Yes,No,Middle,2.0,No,Salle 5,231.0,51.5,1.0
ENSPD000183,Female,23.0,GenieCivil,2,85.9,14.0,77.9,61.6,63.5,1.0,0.1,3.0,Yes,No,Middle,3.0,No,Salle 27,177.0,47.4,0.0
ENSPD000184,Female,20.0,Telecom,2,70.0,30.0,69.5,61.6,67.4,1.0,5.2,28.4,No,No,Middle,0.0,Yes,Salle 22,161.0,61.5,1.0
ENSPD000185,Male,20.0,Telecom,3,66.3,34.0,89.5,60.1,67.6,0.0,0.2,12.8,Yes,No,Middle,1.0,Yes,Salle 14,154.0,66.1,1.0
ENSPD000186,Female,26.0,Informatique,2,87.9,12.0,60.5,25.1,44.5,2.0,3.4,11.1,Yes,No,Middle,0.0,Yes,Salle 24,298.0,37.5,0.0
ENSPD000187,Female,21.0,Mecanique,1,95.5,4.0,59.6,85.5,53.3,1.0,4.7,22.1,No,No,Low,1.0,Yes,Salle 3,186.0,67.3,1.0
ENSPD000188,Male,25.0,Mecanique,1,81.1,19.0,65.1,99.3,99.3,1.0,1.3,14.6,Yes,No,Low,1.0,Yes,Salle 25,186.0,83.5,1.0
ENSPD000189,Male,22.0,Informatique,4,76.5,24.0,60.2,58.8,79.5,3.0,0.1,11.5,Yes,Yes,Middle,2.0,No,Salle 8,230.0,65.3,1.0
ENSPD000190,Male,22.0,Electrique,2,83.9,16.0,55.1,45.8,55.0,2.0,1.8,13.7,Yes,No,Middle,5.0,Yes,Salle 9,185.0,53.9,1.0
ENSPD000191,Male,24.0,Telecom,3,82.7,17.0,69.1,89.1,100.0,0.0,0.5,8.8,Yes,Yes,Middle,1.0,Yes,Salle 21,154.0,81.3,1.0
ENSPD000192,Female,25.0,Mecanique,3,84.9,15.0,65.4,96.0,40.1,2.0,0.4,8.8,Yes,No,Middle,1.0,Yes,Salle 13,212.0,57.8,1.0
ENSPD000193,Female,22.0,Chimie,4,82.2,48.0,57.4,59.0,47.7,2.0,1.7,7.3,Yes,No,High,0.0,Yes,Salle 23,93.0,51.4,1.0
ENSPD000194,Female,21.0,Electrique,3,69.2,31.0,83.8,58.1,61.8,1.0,0.9,8.4,Yes,Yes,Low,1.0,Yes,Salle 11,188.0,65.6,1.0
ENSPD000195,Male,22.0,Mecanique,3,71.9,28.0,93.4,60.6,33.4,0.0,2.6,10.6,Yes,No,Middle,2.0,Yes,Salle 22,212.0,58.0,1.0
ENSPD000196,Male,23.0,Informatique,5,83.8,16.0,82.5,31.9,99.8,2.0,1.8,16.6,Yes,No,Middle,1.0,Yes,Salle 18,109.0,73.3,1.0
ENSPD000197,Female,24.0,Electrique,4,84.2,16.0,73.4,56.8,63.5,0.0,3.5,14.7,Yes,No,Middle,1.0,No,Salle 27,157.0,60.3,1.0
ENSPD000198,Female,22.0,Telecom,1,89.6,10.0,76.4,92.9,48.2,0.0,0.1,5.5,Yes,Yes,Middle,0.0,No,Salle 19,121.0,70.9,1.0
ENSPD000199,Female,23.0,Electrique,1,85.1,15.0,92.8,59.0,73.0,1.0,0.5,15.4,Yes,Yes,Middle,3.0,Yes,Salle 30,143.0,78.1,1.0
ENSPD000200,Female,25.0,Informatique,4,66.4,34.0,76.4,43.3,66.9,2.0,1.7,16.3,Yes,No,Middle,0.0,Yes,Salle 12,230.0,62.1,1.0
ENSPD000201,Female,23.0,Informatique,4,99.4,1.0,56.2,70.9,57.9,4.0,4.2,14.7,Yes,No,Middle,1.0,Yes,Salle 6,230.0,55.5,1.0
ENSPD000202,Male,23.0,Informatique,3,97.3,3.0,70.9,50.0,39.8,3.0,3.4,11.5,No,Yes,Middle,1.0,Yes,Salle 8,263.0,54.7,1.0
ENSPD000203,Male,19.0,Electrique,3,66.9,33.0,74.4,60.8,35.3,0.0,1.4,14.5,Yes,No,Middle,3.0,Yes,Salle 3,188.0,51.1,1.0
ENSPD000204,Female,17.0,Chimie,3,86.0,14.0,50.1,39.2,100.0,1.0,1.7,11.0,Yes,Yes,Middle,0.0,No,Salle 15,130.0,64.9,1.0
ENSPD000205,Female,23.0,Informatique,2,74.9,25.0,60.7,43.3,36.9,0.0,2.0,14.6,Yes,No,Middle,1.0,Yes,Salle 28,298.0,43.7,0.0
ENSPD000206,Male,22.0,Telecom,3,83.7,16.0,81.5,75.3,98.0,2.0,0.5,9.5,Yes,No,Middle,0.0,Yes,Salle 17,154.0,82.6,1.0
ENSPD000207,Male,21.0,Electrique,1,94.6,5.0,37.6,64.1,47.1,0.0,1.8,19.5,Yes,No,Middle,2.0,Yes,Salle 26,143.0,48.9,0.0
ENSPD000208,Female,22.0,Electrique,5,100.0,0.0,46.2,48.0,79.8,1.0,1.4,8.7,Yes,No,Middle,1.0,Yes,Salle 22,80.0,55.4,1.0
ENSPD000209,Male,22.0,Energetique,4,91.0,9.0,62.4,64.2,73.3,1.0,1.0,12.0,Yes,No,Middle,1.0,Yes,Salle 27,70.0,60.3,1.0
ENSPD000210,Male,24.0,Informatique,3,85.5,14.0,70.3,51.1,77.3,1.0,4.4,21.9,Yes,No,Middle,1.0,Yes,Salle 14,263.0,69.1,1.0
ENSPD000211,Male,22.0,Telecom,2,77.9,22.0,44.6,47.9,78.6,3.0,3.5,25.3,Yes,No,Middle,1.0,Yes,Salle 9,161.0,61.4,1.0
ENSPD000212,Female,21.0,Informatique,1,84.2,16.0,63.1,83.0,31.8,3.0,0.2,7.4,Yes,No,Low,1.0,Yes,Salle 11,248.0,53.2,1.0
ENSPD000213,Female,24.0,Mecanique,2,98.3,2.0,82.3,76.1,50.5,2.0,8.5,39.2,No,No,Low,0.0,Yes,Salle 3,231.0,73.7,1.0
ENSPD000214,Male,22.0,Telecom,3,81.5,18.0,66.0,61.6,36.6,3.0,0.5,6.0,Yes,Yes,High,2.0,No,Salle 9,154.0,47.3,0.0
ENSPD000215,Female,23.0,Telecom,3,71.4,29.0,79.1,64.6,67.8,0.0,0.5,3.5,Yes,No,Low,1.0,Yes,Salle 3,154.0,64.9,1.0
ENSPD000216,Male,21.0,GenieCivil,2,62.6,37.0,56.1,61.8,37.5,2.0,5.8,31.7,Yes,No,Middle,1.0,Yes,Salle 18,177.0,45.5,0.0
ENSPD000217,Male,21.0,Electrique,3,88.2,12.0,52.9,70.8,24.4,1.0,1.2,6.5,Yes,No,Middle,1.0,Yes,Salle 19,188.0,39.3,0.0
ENSPD000218,Female,22.0,Electrique,4,85.0,15.0,77.7,47.6,59.3,1.0,3.3,10.7,Yes,No,Middle,1.0,Yes,Salle 4,157.0,60.3,1.0
ENSPD000219,Female,22.0,Telecom,1,74.2,26.0,70.5,77.5,19.8,1.0,1.4,4.0,No,No,Low,1.0,Yes,Salle 6,121.0,51.0,1.0
ENSPD000220,Female,23.0,Informatique,2,94.3,6.0,47.2,68.4,69.2,3.0,4.1,22.0,No,No,Middle,2.0,Yes,Salle 9,298.0,66.5,1.0
ENSPD000221,Female,21.0,Telecom,4,76.9,23.0,53.0,57.3,38.8,2.0,3.6,14.5,Yes,No,Middle,1.0,No,Salle 12,121.0,48.7,0.0
ENSPD000222,Male,18.0,GenieCivil,3,80.4,20.0,88.5,53.2,47.2,3.0,1.5,7.8,Yes,No,High,1.0,No,Salle 2,185.0,62.4,1.0
ENSPD000223,Male,21.0,GenieCivil,3,81.8,18.0,51.1,77.1,18.4,1.0,2.4,7.0,No,No,Low,3.0,No,Salle 27,185.0,42.8,0.0
ENSPD000224,Male,24.0,GenieCivil,3,77.8,22.0,79.0,59.3,97.0,0.0,6.7,28.5,No,No,Middle,2.0,Yes,Salle 9,185.0,77.0,1.0
ENSPD000225,Male,21.0,GenieCivil,5,84.8,15.0,57.8,49.4,34.7,3.0,1.2,16.6,Yes,No,Middle,2.0,Yes,Salle 25,70.0,47.5,0.0
ENSPD000226,Male,22.0,Energetique,1,95.8,4.0,65.0,55.1,56.7,2.0,1.4,8.1,No,No,Middle,1.0,Yes,Salle 28,83.0,56.8,1.0
ENSPD000227,Female,24.0,GenieCivil,3,68.3,32.0,69.4,75.8,28.2,0.0,1.4,15.0,No,No,Middle,2.0,No,Salle 10,185.0,56.2,1.0
ENSPD000228,Male,21.0,Energetique,1,87.9,12.0,33.5,33.0,47.3,0.0,1.0,18.0,Yes,No,Low,4.0,Yes,Salle 24,83.0,37.7,0.0
ENSPD000229,Female,19.0,Informatique,1,84.1,16.0,43.1,55.6,99.0,1.0,6.5,32.3,No,No,Low,2.0,Yes,Salle 12,248.0,64.3,1.0
ENSPD000230,Female,22.0,Chimie,2,83.8,16.0,66.3,81.3,69.9,0.0,0.1,6.6,No,No,High,2.0,Yes,Salle 22,119.0,73.8,1.0
ENSPD000231,Female,21.0,Telecom,1,92.5,8.0,54.1,59.0,49.5,1.0,1.0,5.2,No,No,Middle,1.0,No,Salle 30,121.0,59.0,1.0
ENSPD000232,Male,20.0,Electrique,5,82.6,17.0,79.9,66.9,63.3,0.0,2.5,15.9,Yes,Yes,Middle,1.0,Yes,Salle 5,80.0,65.3,1.0
ENSPD000233,Male,22.0,Electrique,5,87.8,12.0,40.9,81.6,52.8,1.0,1.1,16.3,No,No,Middle,1.0,Yes,Salle 2,80.0,55.7,1.0
ENSPD000234,Male,23.0,Electrique,2,90.6,9.0,73.5,61.6,62.2,0.0,0.6,2.6,Yes,Yes,Low,2.0,No,Salle 27,185.0,66.9,1.0
ENSPD000235,Male,22.0,Telecom,3,75.9,24.0,44.4,54.1,78.9,3.0,1.1,8.7,No,No,High,2.0,Yes,Salle 21,154.0,59.9,1.0
ENSPD000236,Female,23.0,Telecom,3,85.6,14.0,59.7,59.7,57.4,2.0,4.3,17.5,Yes,No,Low,0.0,Yes,Salle 28,154.0,61.6,1.0
ENSPD000237,Male,26.0,Informatique,4,79.0,21.0,49.0,78.3,68.4,2.0,1.6,17.9,Yes,No,Middle,2.0,Yes,Salle 12,230.0,62.7,1.0
ENSPD000238,Male,21.0,Telecom,3,80.4,20.0,93.5,78.9,68.7,1.0,0.8,3.5,No,No,Middle,0.0,Yes,Salle 7,154.0,74.2,1.0
ENSPD000239,Female,23.0,GenieCivil,1,78.1,22.0,44.9,60.4,57.5,0.0,2.2,11.0,Yes,No,Middle,3.0,Yes,Salle 18,149.0,50.9,1.0
ENSPD000240,Male,21.0,Mecanique,4,87.7,12.0,63.2,61.0,49.3,2.0,1.4,8.0,No,No,Low,2.0,No,Salle 2,178.0,52.3,1.0
ENSPD000241,Female,20.0,Telecom,4,83.0,17.0,39.1,66.8,53.5,1.0,1.6,5.9,Yes,No,Middle,2.0,Yes,Salle 22,121.0,48.6,0.0
ENSPD000242,Female,21.0,GenieCivil,3,86.7,13.0,89.0,86.6,78.0,0.0,1.0,9.4,Yes,No,Middle,0.0,No,Salle 6,185.0,78.1,1.0
ENSPD000243,Female,21.0,Chimie,4,81.8,18.0,71.0,81.2,79.6,1.0,0.1,4.0,Yes,No,Middle,1.0,No,Salle 28,93.0,73.0,1.0
ENSPD000244,Male,23.0,Mecanique,4,62.8,37.0,67.1,74.5,41.2,1.0,1.9,14.0,Yes,No,Middle,0.0,Yes,Salle 1,178.0,54.4,1.0
ENSPD000245,Male,27.0,Informatique,3,82.4,18.0,87.1,42.6,58.8,1.0,1.1,11.9,No,No,Middle,1.0,Yes,Salle 19,263.0,59.5,1.0
ENSPD000246,Female,21.0,GenieCivil,3,82.8,17.0,67.2,57.1,48.9,1.0,1.1,2.7,No,Yes,Middle,1.0,No,Salle 18,185.0,57.9,1.0
ENSPD000247,Male,21.0,Informatique,5,84.9,15.0,68.3,58.0,80.0,3.0,0.5,8.2,No,No,High,0.0,Yes,Salle 16,109.0,67.2,1.0
ENSPD000248,Female,22.0,Chimie,2,74.9,25.0,67.0,87.5,54.6,0.0,0.6,3.7,Yes,No,High,1.0,No,Salle 6,119.0,66.9,1.0
ENSPD000249,Female,23.0,Mecanique,2,67.7,32.0,65.1,57.7,100.0,1.0,3.1,18.0,Yes,No,Middle,1.0,No,Salle 17,231.0,72.9,1.0
ENSPD000250,Female,23.0,GenieCivil,1,82.2,10.0,57.6,84.6,68.4,3.0,1.3,11.5,No,No,Middle,1.0,Yes,Salle 4,149.0,70.9,1.0
ENSPD000251,Male,25.0,Informatique,4,78.7,21.0,61.8,51.7,87.6,1.0,0.2,4.8,No,No,Middle,0.0,Yes,Salle 30,230.0,70.8,1.0
ENSPD000252,Male,17.0,Mecanique,4,84.1,16.0,77.2,53.2,43.7,2.0,0.1,10.7,No,No,Low,1.0,Yes,Salle 20,178.0,51.8,1.0
ENSPD000253,Female,17.0,Chimie,1,78.6,21.0,69.2,70.7,64.2,1.0,0.5,11.5,No,No,High,0.0,Yes,Salle 17,96.0,60.4,1.0
ENSPD000254,Male,21.0,Informatique,5,81.9,18.0,63.3,90.2,76.3,1.0,1.3,5.7,No,Yes,Low,0.0,Yes,Salle 24,109.0,75.5,1.0
ENSPD000255,Male,24.0,Electrique,4,76.6,23.0,44.0,58.2,43.3,4.0,1.9,13.6,No,No,Middle,0.0,Yes,Salle 12,157.0,46.1,0.0
ENSPD000256,Male,19.0,Telecom,4,70.4,30.0,87.5,15.9,64.4,1.0,0.3,14.6,No,Yes,Low,1.0,Yes,Salle 11,121.0,57.4,1.0
ENSPD000257,Female,17.0,Electrique,1,87.7,12.0,55.1,33.8,85.0,2.0,1.1,5.6,No,No,Middle,1.0,Yes,Salle 7,143.0,60.9,1.0
ENSPD000258,Female,23.0,Telecom,3,74.8,25.0,65.1,67.4,57.5,2.0,0.2,5.5,Yes,No,Middle,0.0,Yes,Salle 9,154.0,65.7,1.0
ENSPD000259,Male,22.0,Informatique,3,84.0,16.0,67.6,35.5,47.0,2.0,0.1,10.2,No,No,High,1.0,Yes,Salle 11,263.0,42.6,0.0
ENSPD000260,Male,20.0,Mecanique,3,86.9,13.0,45.6,46.4,100.0,1.0,4.0,24.7,No,No,Middle,1.0,Yes,Salle 16,212.0,64.5,1.0
ENSPD000261,Female,20.0,Telecom,3,75.0,25.0,83.8,62.2,40.6,2.0,2.1,15.9,Yes,No,Middle,1.0,Yes,Salle 10,154.0,55.3,1.0
ENSPD000262,Other,20.0,Chimie,4,67.6,32.0,68.8,17.9,67.1,1.0,3.0,14.1,Yes,No,Middle,0.0,Yes,Salle 15,93.0,50.6,1.0
ENSPD000263,Male,22.0,Electrique,2,100.0,0.0,85.0,55.2,49.8,3.0,0.4,6.5,Yes,No,Middle,1.0,Yes,Salle 29,185.0,65.3,1.0
ENSPD000264,Male,21.0,Electrique,4,75.7,24.0,62.3,41.0,45.3,1.0,0.8,8.3,Yes,Yes,Low,0.0,Yes,Salle 19,157.0,49.7,0.0
ENSPD000265,Female,23.0,GenieCivil,1,89.5,10.0,65.1,35.0,78.8,1.0,1.2,14.0,No,No,Middle,1.0,Yes,Salle 7,149.0,62.7,1.0
ENSPD000266,Female,17.0,Informatique,2,100.0,0.0,38.6,47.6,59.9,2.0,2.1,12.9,Yes,No,Middle,2.0,Yes,Salle 29,298.0,48.0,0.0
ENSPD000267,Female,20.0,Chimie,1,91.5,8.0,57.5,42.8,72.1,0.0,1.4,11.5,No,No,Middle,3.0,Yes,Salle 26,96.0,55.9,1.0
ENSPD000268,Female,20.0,Electrique,2,78.4,22.0,45.9,70.5,18.9,2.0,1.6,11.2,No,No,Low,0.0,Yes,Salle 19,185.0,44.4,0.0
ENSPD000269,Male,21.0,GenieCivil,2,81.2,19.0,59.4,83.5,74.1,1.0,0.3,6.8,No,No,Low,2.0,Yes,Salle 11,177.0,74.8,1.0
ENSPD000270,Male,21.0,Telecom,4,72.0,28.0,72.1,55.4,49.6,1.0,1.3,9.7,Yes,No,High,1.0,No,Salle 12,121.0,60.5,1.0
ENSPD000271,Female,24.0,Mecanique,3,92.6,7.0,55.9,51.3,26.4,2.0,3.5,11.5,Yes,No,Middle,2.0,Yes,Salle 30,212.0,44.8,0.0
ENSPD000272,Female,18.0,Mecanique,2,88.8,11.0,78.0,54.5,100.0,1.0,1.4,10.3,Yes,No,High,1.0,Yes,Salle 3,231.0,76.1,1.0
ENSPD000273,Female,22.0,Telecom,3,75.8,24.0,52.2,42.1,76.0,1.0,0.4,6.7,Yes,No,Middle,1.0,Yes,Salle 4,154.0,53.4,1.0
ENSPD000274,Female,23.0,Chimie,1,69.5,30.0,65.1,38.8,68.5,0.0,1.1,2.9,Yes,No,Middle,1.0,Yes,Salle 18,96.0,59.6,1.0
ENSPD000275,Male,26.0,GenieCivil,1,66.1,34.0,84.6,32.4,89.0,3.0,2.8,11.5,Yes,No,Middle,0.0,Yes,Salle 15,149.0,70.0,1.0
ENSPD000276,Male,21.0,Informatique,3,93.8,6.0,80.2,38.1,63.5,2.0,0.3,13.0,Yes,No,Low,1.0,No,Salle 23,263.0,56.2,1.0
ENSPD000277,Female,23.0,Informatique,3,83.4,17.0,59.8,91.4,48.0,1.0,1.4,4.5,Yes,No,Low,1.0,Yes,Salle 1,263.0,67.0,1.0
ENSPD000278,Female,18.0,Electrique,4,84.6,15.0,33.1,49.6,60.5,2.0,6.7,30.8,Yes,No,Middle,1.0,Yes,Salle 22,157.0,50.4,1.0
ENSPD000279,Female,17.0,Mecanique,2,72.1,28.0,73.7,9.1,63.5,0.0,1.0,6.8,No,Yes,Middle,0.0,No,Salle 26,231.0,42.0,0.0
ENSPD000280,Female,24.0,Telecom,4,82.2,36.0,63.1,51.4,54.0,2.0,0.1,11.5,No,Yes,Middle,1.0,Yes,Salle 19,121.0,45.1,0.0
ENSPD000281,Female,22.0,Energetique,3,93.6,6.0,50.3,33.4,38.8,1.0,2.0,15.0,No,No,Middle,1.0,No,Salle 2,104.0,42.8,0.0
ENSPD000282,Male,24.0,Chimie,5,82.5,18.0,65.1,63.1,44.6,1.0,0.1,6.0,No,No,Middle,0.0,Yes,Salle 25,48.0,56.1,1.0
ENSPD000283,Male,19.0,Mecanique,1,92.9,7.0,86.5,61.6,81.9,1.0,0.4,0.0,Yes,No,Low,0.0,Yes,Salle 27,186.0,71.8,1.0
ENSPD000284,Male,23.0,Chimie,3,77.4,23.0,47.9,63.0,70.6,1.0,0.1,0.0,No,No,Middle,0.0,Yes,Salle 26,130.0,64.0,1.0
ENSPD000285,Male,26.0,Mecanique,3,79.2,21.0,72.0,61.3,53.9,1.0,0.4,0.0,Yes,No,Middle,1.0,Yes,Salle 16,212.0,58.6,1.0
ENSPD000286,Male,23.0,Informatique,5,90.6,9.0,68.3,55.3,43.4,0.0,3.9,20.1,Yes,No,Low,1.0,Yes,Salle 27,109.0,51.8,1.0
ENSPD000287,Male,23.0,Informatique,1,90.8,9.0,59.6,35.8,55.9,1.0,2.7,9.2,Yes,No,Middle,0.0,Yes,Salle 17,248.0,54.5,1.0
ENSPD000288,Male,22.0,Mecanique,3,91.6,8.0,74.7,60.7,30.3,1.0,0.8,0.0,Yes,No,Middle,1.0,No,Salle 19,212.0,46.2,0.0
ENSPD000289,Male,19.0,Telecom,2,78.5,22.0,89.5,80.3,66.5,1.0,4.5,19.3,Yes,Yes,Middle,0.0,Yes,Salle 20,161.0,74.5,1.0
ENSPD000290,Female,25.0,Mecanique,3,89.4,11.0,60.6,94.6,82.9,0.0,2.2,11.1,No,No,Middle,2.0,Yes,Salle 23,212.0,78.7,1.0
ENSPD000291,Male,21.0,Informatique,2,95.3,5.0,61.4,57.7,100.0,1.0,1.2,9.5,Yes,No,Low,1.0,Yes,Salle 10,298.0,73.5,1.0
ENSPD000292,Male,23.0,Energetique,1,80.7,19.0,74.3,59.7,41.9,1.0,0.1,5.4,Yes,No,High,2.0,Yes,Salle 11,83.0,55.4,1.0
ENSPD000293,Female,19.0,Informatique,3,75.8,24.0,78.8,61.6,82.1,0.0,2.6,15.6,No,No,High,3.0,Yes,Salle 4,263.0,75.7,1.0
ENSPD000294,Male,20.0,Chimie,2,98.1,2.0,63.1,88.9,49.9,1.0,0.9,11.9,No,No,Middle,0.0,Yes,Salle 15,119.0,63.0,1.0
ENSPD000295,Male,25.0,Mecanique,1,74.1,26.0,60.4,53.2,41.4,0.0,0.7,6.6,Yes,No,Middle,1.0,Yes,Salle 7,186.0,46.6,0.0
ENSPD000296,Male,21.0,Informatique,2,89.6,10.0,31.7,74.5,41.4,0.0,0.7,10.8,No,No,Low,0.0,Yes,Salle 14,298.0,46.4,0.0
ENSPD000297,Female,25.0,Telecom,1,81.3,19.0,53.3,47.2,66.8,0.0,0.0,3.6,No,No,Middle,1.0,Yes,Salle 25,121.0,54.3,1.0
ENSPD000298,Male,22.0,Informatique,5,59.9,40.0,47.9,67.9,45.4,0.0,2.7,14.2,Yes,No,Middle,1.0,No,Salle 14,109.0,50.0,1.0
ENSPD000299,Female,18.0,Electrique,3,95.5,4.0,75.3,79.5,51.9,0.0,0.3,3.9,Yes,No,Low,1.0,Yes,Salle 25,188.0,64.4,1.0
ENSPD000300,Male,24.0,Mecanique,4,48.9,51.0,65.1,38.8,55.2,0.0,1.5,10.9,No,No,Low,1.0,Yes,Salle 14,178.0,48.9,0.0
ENSPD000301,Male,21.0,Informatique,2,58.2,42.0,60.8,61.6,49.2,1.0,0.0,11.5,No,No,Middle,2.0,No,Salle 12,298.0,53.8,1.0
ENSPD000302,Male,23.0,Informatique,4,88.3,12.0,64.9,79.2,47.7,1.0,2.0,15.6,No,No,Low,1.0,No,Salle 25,230.0,57.4,1.0
ENSPD000303,Male,22.0,Informatique,3,88.3,12.0,51.9,73.1,15.4,1.0,0.9,11.0,Yes,No,Low,2.0,No,Salle 20,263.0,45.8,0.0
ENSPD000304,Female,19.0,Informatique,3,74.3,26.0,88.3,80.6,65.7,1.0,2.0,14.2,No,No,Low,1.0,Yes,Salle 22,263.0,71.6,1.0
ENSPD000305,Female,22.0,Chimie,3,83.8,16.0,84.5,77.3,65.4,2.0,0.2,1.2,Yes,No,Middle,0.0,Yes,Salle 1,130.0,67.9,1.0
ENSPD000306,Female,26.0,GenieCivil,4,82.2,48.0,89.3,55.9,48.1,1.0,0.6,18.4,Yes,Yes,Middle,0.0,No,Salle 29,173.0,58.6,1.0
ENSPD000307,Male,23.0,Mecanique,3,90.5,10.0,75.3,100.0,71.2,1.0,0.2,0.5,No,No,Low,1.0,Yes,Salle 5,212.0,78.4,1.0
ENSPD000308,Male,22.0,GenieCivil,2,85.0,15.0,64.6,64.5,91.9,1.0,2.1,13.9,No,No,Middle,0.0,Yes,Salle 19,177.0,74.0,1.0
ENSPD000309,Female,24.0,Telecom,1,82.2,18.0,89.2,7.0,64.5,3.0,0.2,17.8,Yes,No,Low,1.0,Yes,Salle 26,121.0,47.5,0.0
