gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size
Male,18.0,Electrique,1,91.3,9.0,69.2,57.8,94.5,3.0,0.1,7.7,Yes,Yes,Middle,1.0,Yes,Salle 14,143.0
Male,24.0,Informatique,4,92.3,8.0,46.5,74.8,57.8,3.0,1.6,14.3,Yes,No,Middle,1.0,Yes,Salle 26,230.0
Female,24.0,Informatique,3,85.8,14.0,65.1,39.8,78.5,0.0,1.3,16.0,Yes,No,Low,1.0,Yes,Salle 19,263.0
Female,25.0,Electrique,3,72.5,28.0,72.9,85.9,57.0,2.0,0.8,6.0,Yes,No,Low,1.0,Yes,Salle 25,188.0
Male,22.0,Electrique,2,82.8,17.0,81.4,62.4,83.1,1.0,1.3,9.3,Yes,No,Middle,1.0,No,Salle 9,185.0
Female,22.0,Chimie,2,90.3,10.0,64.8,53.5,61.7,1.0,3.8,15.1,Yes,No,Low,1.0,Yes,Salle 1,119.0
Female,24.0,Informatique,4,75.6,24.0,89.8,22.9,63.5,1.0,5.7,11.5,Yes,No,Low,0.0,Yes,Salle 2,230.0
Female,21.0,GenieCivil,1,68.1,32.0,79.3,75.8,63.5,1.0,5.1,29.3,No,Yes,Middle,1.0,No,Salle 8,149.0
Male,23.0,Energetique,2,85.6,14.0,56.7,34.3,74.0,1.0,0.5,6.7,Yes,No,Middle,2.0,Yes,Salle 11,71.0
Female,25.0,Electrique,2,81.5,18.0,52.8,65.4,82.8,1.0,6.6,39.2,Yes,Yes,Middle,0.0,Yes,Salle 14,185.0
Female,20.0,Electrique,3,82.6,17.0,71.7,61.6,38.7,2.0,1.1,8.9,No,No,Middle,1.0,Yes,Salle 18,188.0
Male,20.0,Chimie,1,100.0,0.0,98.1,61.1,52.8,4.0,1.4,15.2,No,No,Middle,1.0,Yes,Salle 1,96.0
Female,19.0,Electrique,3,69.5,30.0,65.1,39.7,62.7,1.0,2.0,19.1,Yes,No,Low,0.0,Yes,Salle 9,188.0
Female,21.0,Mecanique,4,100.0,0.0,71.3,61.5,54.3,2.0,2.4,14.1,No,No,Middle,2.0,Yes,Salle 19,178.0
Male,19.0,Chimie,4,72.6,27.0,48.0,19.7,70.3,2.0,1.2,11.5,Yes,No,Middle,1.0,Yes,Salle 5,93.0
Male,18.0,Chimie,3,72.6,27.0,79.6,79.0,87.7,0.0,0.3,6.2,Yes,No,Low,1.0,No,Salle 25,130.0
Female,17.0,GenieCivil,4,86.3,14.0,45.6,53.0,42.5,2.0,0.4,11.5,Yes,No,Middle,2.0,Yes,Salle 10,173.0
Female,18.0,Informatique,5,78.3,22.0,62.5,70.0,100.0,0.0,0.8,11.5,Yes,No,Middle,2.0,No,Salle 14,109.0
Male,25.0,Mecanique,4,95.3,5.0,53.0,38.0,25.5,3.0,0.8,8.6,No,No,Middle,0.0,Yes,Salle 26,178.0
Male,22.0,Informatique,2,82.2,19.0,59.8,56.4,100.0,0.0,1.7,12.8,No,Yes,Low,2.0,Yes,Salle 26,298.0
Female,20.0,Electrique,3,85.4,15.0,53.9,92.4,36.1,2.0,0.7,4.3,No,No,Middle,1.0,Yes,Salle 7,188.0
Female,24.0,Informatique,2,84.6,15.0,69.8,77.6,62.7,1.0,5.7,34.4,Yes,No,Middle,0.0,Yes,Salle 4,298.0
Female,21.0,Electrique,4,82.1,18.0,59.1,71.9,87.0,0.0,0.1,7.4,Yes,Yes,High,0.0,Yes,Salle 25,157.0
Female,21.0,Telecom,2,62.2,38.0,84.9,74.1,87.9,1.0,6.9,29.1,No,Yes,Low,0.0,Yes,Salle 5,161.0
Male,24.0,Informatique,1,88.4,12.0,95.8,52.6,52.1,0.0,2.8,18.3,Yes,No,Low,2.0,No,Salle 14,248.0
Male,26.0,Telecom,1,85.4,15.0,68.1,95.4,71.4,1.0,0.5,11.5,No,Yes,Middle,1.0,Yes,Salle 21,121.0
Female,20.0,Mecanique,4,61.8,38.0,61.8,55.0,60.3,2.0,1.3,12.3,Yes,No,Low,1.0,Yes,Salle 8,178.0
Male,23.0,Electrique,3,82.0,18.0,83.9,87.7,47.6,3.0,0.9,10.3,Yes,No,Middle,1.0,Yes,Salle 22,188.0
Male,23.0,GenieCivil,4,63.9,36.0,62.9,82.4,100.0,0.0,0.6,12.3,Yes,No,Middle,1.0,Yes,Salle 10,173.0
Male,23.0,Mecanique,3,84.3,16.0,81.3,37.2,40.2,0.0,0.9,15.1,No,No,Low,2.0,Yes,Salle 6,212.0
Male,19.0,GenieCivil,2,82.5,18.0,66.4,61.6,47.0,2.0,1.4,16.4,Yes,No,Middle,1.0,Yes,Salle 13,177.0
Female,22.0,Informatique,1,79.5,20.0,57.0,36.2,55.0,0.0,1.5,16.2,No,No,Middle,3.0,Yes,Salle 22,248.0
Male,18.0,Mecanique,4,100.0,0.0,50.3,61.0,60.4,4.0,1.2,13.9,No,No,Middle,1.0,Yes,Salle 7,178.0
Female,24.0,Mecanique,5,82.2,14.0,65.1,48.9,57.7,1.0,0.2,7.5,Yes,No,Middle,0.0,Yes,Salle 12,67.0
Female,21.0,Chimie,2,100.0,0.0,58.2,61.6,44.2,2.0,0.1,7.1,Yes,Yes,Middle,2.0,No,Salle 16,119.0
Male,21.0,Electrique,4,67.6,32.0,60.8,53.0,36.2,1.0,0.0,7.2,Yes,No,Low,2.0,Yes,Salle 11,157.0
Female,20.0,Telecom,2,67.9,32.0,61.5,62.8,54.8,2.0,9.9,49.3,No,No,Middle,1.0,Yes,Salle 11,161.0
Male,24.0,Mecanique,2,80.1,20.0,90.7,81.6,61.3,1.0,2.2,9.9,Yes,Yes,Middle,1.0,Yes,Salle 26,231.0
Male,20.0,Electrique,4,94.2,6.0,51.0,82.7,71.9,2.0,1.9,14.5,No,No,Low,1.0,Yes,Salle 22,157.0
Male,20.0,Mecanique,4,77.1,23.0,49.0,61.6,88.6,2.0,2.3,15.6,No,No,Middle,1.0,Yes,Salle 16,178.0
Male,22.0,Telecom,2,96.8,3.0,60.0,58.1,24.1,0.0,0.0,0.4,No,No,Low,0.0,No,Salle 3,161.0
Female,24.0,GenieCivil,4,75.5,24.0,82.2,80.2,79.7,4.0,11.8,42.4,Yes,No,Middle,5.0,Yes,Salle 24,173.0
Male,21.0,Informatique,5,81.9,18.0,63.3,90.2,76.3,1.0,1.3,5.7,No,Yes,Low,0.0,Yes,Salle 24,109.0
Female,25.0,Electrique,1,78.9,21.0,92.8,40.1,46.7,0.0,10.2,35.1,Yes,No,Middle,2.0,Yes,Salle 14,143.0
Male,19.0,Mecanique,3,76.3,24.0,65.3,80.9,37.1,0.0,0.0,6.5,Yes,No,Middle,3.0,Yes,Salle 28,212.0
Female,19.0,Chimie,1,100.0,0.0,76.5,66.9,60.9,0.0,2.2,14.4,Yes,No,Middle,2.0,Yes,Salle 26,96.0
Male,21.0,GenieCivil,4,86.8,13.0,66.3,61.8,95.8,1.0,1.9,5.6,Yes,No,Middle,1.0,Yes,Salle 23,173.0
Female,19.0,Informatique,3,82.5,18.0,41.4,11.8,77.9,0.0,4.9,23.6,Yes,No,Middle,1.0,Yes,Salle 23,263.0
Male,20.0,Mecanique,5,86.7,13.0,78.1,72.6,55.5,2.0,3.8,21.1,Yes,No,Low,0.0,Yes,Salle 25,67.0
Male,20.0,Telecom,3,100.0,0.0,75.3,85.8,44.4,1.0,0.0,0.0,Yes,No,High,0.0,Yes,Salle 24,154.0
Male,24.0,GenieCivil,3,78.2,22.0,62.6,57.1,79.6,2.0,4.4,21.0,Yes,No,Middle,1.0,Yes,Salle 6,185.0
Male,23.0,GenieCivil,4,72.8,27.0,60.1,57.8,97.8,1.0,0.8,13.5,Yes,No,Middle,1.0,Yes,Salle 14,173.0
Female,22.0,Chimie,4,82.2,48.0,57.4,59.0,47.7,2.0,1.7,7.3,Yes,No,High,0.0,Yes,Salle 23,93.0
Male,28.0,Chimie,4,78.7,21.0,27.2,86.8,47.4,1.0,0.8,11.5,Yes,No,Middle,0.0,Yes,Salle 16,93.0
Female,22.0,Chimie,5,70.7,29.0,45.6,64.4,69.6,1.0,0.7,13.1,No,Yes,Middle,1.0,Yes,Salle 2,48.0
Female,20.0,Mecanique,4,100.0,0.0,73.3,29.8,90.1,0.0,1.3,11.5,Yes,No,Low,1.0,No,Salle 27,178.0
Male,23.0,GenieCivil,5,75.6,24.0,58.3,66.0,54.4,0.0,4.3,23.9,Yes,Yes,Middle,2.0,Yes,Salle 26,70.0
Female,18.0,GenieCivil,2,74.7,25.0,59.6,27.2,63.5,4.0,0.1,5.3,Yes,No,Middle,0.0,No,Salle 15,177.0
Male,24.0,Telecom,4,74.7,25.0,74.5,66.8,81.5,0.0,1.4,11.5,Yes,No,Middle,1.0,No,Salle 18,121.0
Male,18.0,Informatique,4,86.2,14.0,31.0,64.9,56.8,0.0,2.5,16.4,Yes,No,Middle,1.0,No,Salle 3,230.0
Male,17.0,Chimie,3,70.3,30.0,62.2,49.1,96.5,2.0,0.5,2.3,Yes,No,Middle,1.0,Yes,Salle 24,130.0
Other,23.0,GenieCivil,4,70.1,30.0,75.2,75.6,50.6,1.0,0.0,4.2,Yes,No,Low,1.0,No,Salle 30,173.0
Female,20.0,Telecom,3,82.2,16.0,57.8,82.6,56.6,0.0,4.6,24.1,Yes,No,Middle,1.0,Yes,Salle 21,154.0
Male,19.0,Telecom,4,92.0,8.0,44.5,55.6,34.2,1.0,5.3,11.5,Yes,No,Middle,1.0,No,Salle 28,121.0
Female,22.0,Electrique,1,95.2,5.0,63.3,48.2,63.5,2.0,5.2,31.0,Yes,No,Middle,0.0,Yes,Salle 2,143.0
Male,22.0,GenieCivil,2,77.5,22.0,78.0,42.1,72.0,1.0,4.3,15.9,Yes,No,Middle,1.0,Yes,Salle 24,177.0
Male,22.0,Chimie,1,78.9,21.0,55.8,69.4,89.0,0.0,0.4,4.1,No,No,Middle,2.0,Yes,Salle 7,96.0
Female,19.0,Mecanique,4,68.1,32.0,69.2,63.3,71.8,0.0,2.8,18.3,No,No,Middle,3.0,Yes,Salle 17,178.0
Male,22.0,Mecanique,1,83.9,16.0,67.0,33.0,56.2,1.0,0.5,7.4,Yes,No,Middle,0.0,Yes,Salle 20,186.0
Male,20.0,Chimie,4,64.2,36.0,52.7,90.6,90.2,4.0,0.6,12.4,Yes,No,Middle,1.0,Yes,Salle 18,93.0
Female,23.0,Telecom,2,100.0,0.0,64.3,72.4,75.2,0.0,1.9,9.5,Yes,No,High,4.0,Yes,Salle 17,161.0
Female,18.0,Informatique,2,82.2,25.0,47.4,61.6,57.2,3.0,1.4,16.2,Yes,No,Middle,0.0,Yes,Salle 2,298.0
Male,22.0,Energetique,4,92.4,8.0,79.0,53.4,44.8,1.0,0.8,1.2,No,No,Middle,0.0,No,Salle 15,70.0
Female,18.0,GenieCivil,3,97.8,2.0,48.3,30.8,61.4,1.0,3.8,17.6,Yes,No,Low,0.0,No,Salle 2,185.0
Male,20.0,GenieCivil,3,77.7,22.0,69.8,62.6,95.8,2.0,0.3,3.3,Yes,No,Middle,0.0,Yes,Salle 11,185.0
Male,24.0,Chimie,1,84.9,15.0,66.1,78.5,62.0,1.0,1.3,6.1,Yes,No,Middle,2.0,Yes,Salle 1,96.0
Female,24.0,Mecanique,2,66.2,34.0,85.5,61.6,56.6,0.0,0.8,6.0,Yes,No,Middle,0.0,Yes,Salle 20,231.0
Male,23.0,Telecom,3,100.0,0.0,74.5,61.3,37.3,2.0,4.9,25.8,Yes,No,Middle,1.0,Yes,Salle 8,154.0
Male,23.0,Mecanique,1,49.7,18.0,65.1,40.5,66.1,2.0,5.0,11.5,Yes,No,Middle,1.0,Yes,Salle 19,177.0
Male,21.0,GenieCivil,4,90.0,10.0,70.2,70.4,100.0,0.0,1.3,11.2,Yes,No,Middle,1.0,Yes,Salle 13,173.0
Female,22.0,Electrique,2,97.1,3.0,65.1,73.4,67.1,1.0,1.4,14.7,Yes,No,Middle,1.0,Yes,Salle 16,185.0
Male,22.0,Informatique,5,82.2,16.0,79.6,39.2,42.7,3.0,0.6,7.8,Yes,No,Middle,1.0,Yes,Salle 6,109.0
Female,18.0,Mecanique,4,92.9,7.0,72.8,76.5,47.7,1.0,3.1,13.1,Yes,No,Low,1.0,Yes,Salle 29,178.0
Male,22.0,Telecom,1,58.4,42.0,83.6,59.5,82.4,4.0,1.7,9.4,No,No,Middle,2.0,Yes,Salle 10,121.0
Male,21.0,Informatique,3,78.1,22.0,59.6,86.5,51.1,3.0,0.6,7.5,Yes,No,Low,0.0,Yes,Salle 11,263.0
Female,17.0,Mecanique,1,82.2,29.0,89.3,79.3,85.5,1.0,2.0,9.4,No,No,Middle,3.0,Yes,Salle 4,186.0
Female,23.0,Informatique,4,73.1,27.0,66.4,34.2,100.0,1.0,0.3,5.1,No,Yes,Low,2.0,No,Salle 4,230.0
Male,25.0,Telecom,2,95.2,5.0,31.7,50.7,60.1,1.0,1.2,11.1,No,Yes,Middle,1.0,No,Salle 16,161.0
Male,24.0,Energetique,3,97.9,2.0,40.9,90.0,80.0,1.0,0.8,11.8,No,No,High,2.0,Yes,Salle 18,104.0
Female,23.0,Mecanique,1,66.5,34.0,73.8,55.5,42.4,2.0,2.0,12.6,Yes,No,Middle,0.0,No,Salle 10,186.0
Female,19.0,Informatique,1,55.5,44.0,89.7,98.9,38.8,1.0,0.8,3.9,No,No,Low,3.0,Yes,Salle 20,248.0
Female,22.0,Informatique,2,82.2,28.0,73.3,70.9,49.8,1.0,1.1,11.6,No,No,High,1.0,No,Salle 6,298.0
Female,20.0,Mecanique,1,84.7,15.0,66.2,49.9,58.7,0.0,0.5,0.6,Yes,Yes,Low,1.0,Yes,Salle 5,186.0
Male,21.0,Informatique,3,82.4,18.0,66.5,47.9,60.7,3.0,0.4,5.9,Yes,No,Middle,0.0,No,Salle 11,263.0
Female,21.0,Mecanique,1,58.9,41.0,63.2,49.8,63.3,1.0,1.0,13.2,Yes,No,Low,1.0,No,Salle 30,186.0
Female,22.0,Mecanique,3,88.2,12.0,61.4,55.1,93.9,1.0,0.5,7.2,Yes,No,Middle,1.0,Yes,Salle 10,212.0
Male,19.0,Electrique,3,91.5,8.0,47.1,61.6,100.0,2.0,0.3,2.5,Yes,Yes,Low,1.0,Yes,Salle 20,188.0
Male,21.0,Electrique,2,84.3,16.0,63.9,64.1,73.6,2.0,0.3,3.3,No,Yes,Low,1.0,Yes,Salle 20,185.0
Female,24.0,Chimie,1,96.9,3.0,39.1,88.8,57.2,1.0,0.5,5.3,No,No,Middle,1.0,Yes,Salle 21,96.0
Male,24.0,Electrique,1,97.9,2.0,94.1,54.5,60.3,3.0,3.2,20.8,Yes,No,Middle,3.0,Yes,Salle 6,143.0
Other,21.0,Electrique,1,86.1,14.0,79.3,35.1,67.1,1.0,1.0,8.2,No,No,Middle,1.0,Yes,Salle 7,143.0
Male,23.0,Informatique,2,97.7,2.0,51.7,49.8,83.3,1.0,0.7,3.8,No,Yes,Middle,1.0,Yes,Salle 28,298.0
Male,20.0,GenieCivil,4,83.0,17.0,79.7,67.3,54.1,2.0,0.5,0.0,No,No,Middle,1.0,Yes,Salle 3,173.0
Male,21.0,Mecanique,3,69.0,31.0,62.7,37.7,78.1,2.0,2.4,16.1,Yes,No,Low,1.0,Yes,Salle 2,212.0
Female,21.0,Mecanique,3,93.9,6.0,79.6,74.0,34.0,3.0,2.5,13.6,Yes,No,Middle,1.0,Yes,Salle 19,212.0
Female,23.0,Mecanique,4,100.0,0.0,44.5,85.4,78.4,1.0,2.4,8.9,No,No,Middle,0.0,Yes,Salle 27,178.0
Male,22.0,Chimie,1,86.2,14.0,26.4,51.0,48.2,0.0,1.4,41.4,Yes,No,Low,1.0,Yes,Salle 16,96.0
Male,23.0,Informatique,1,82.5,18.0,61.0,41.6,54.1,2.0,3.0,8.0,Yes,No,Low,0.0,No,Salle 29,248.0
Male,23.0,Informatique,3,72.3,28.0,70.1,73.8,35.8,3.0,1.5,11.5,Yes,No,Middle,1.0,Yes,Salle 3,263.0
Male,23.0,Electrique,2,95.5,4.0,59.0,72.6,77.5,2.0,0.2,0.0,No,No,Low,2.0,No,Salle 13,185.0
Female,20.0,Electrique,2,75.8,24.0,54.5,35.6,75.7,0.0,1.3,14.5,Yes,No,Low,2.0,Yes,Salle 7,185.0
Female,23.0,Telecom,2,85.0,15.0,56.0,78.9,49.4,3.0,5.2,22.5,No,No,Low,0.0,No,Salle 29,161.0
Male,22.0,Telecom,2,75.0,25.0,67.4,74.0,43.5,3.0,1.4,20.7,Yes,No,Middle,0.0,No,Salle 5,161.0
Female,20.0,Energetique,4,78.1,22.0,48.5,65.9,61.3,5.0,1.4,34.3,Yes,No,Middle,4.0,Yes,Salle 12,70.0
Male,18.0,Informatique,1,87.8,12.0,48.9,75.5,91.2,2.0,0.1,6.4,Yes,No,Middle,0.0,Yes,Salle 16,248.0
Male,20.0,Chimie,2,94.0,6.0,76.5,70.6,44.8,3.0,0.8,8.8,Yes,No,Middle,2.0,No,Salle 22,119.0
Male,17.0,Informatique,1,87.2,13.0,64.5,74.4,80.1,2.0,1.9,16.9,Yes,No,Low,1.0,Yes,Salle 21,248.0
Male,24.0,Mecanique,4,58.1,42.0,51.7,66.7,79.0,1.0,0.1,6.0,Yes,No,Middle,0.0,No,Salle 21,178.0
Male,24.0,Electrique,3,97.0,3.0,66.8,34.6,91.6,1.0,1.4,14.5,Yes,No,Middle,0.0,Yes,Salle 27,188.0
Male,21.0,Electrique,2,84.9,15.0,58.9,24.9,99.8,0.0,0.8,5.5,Yes,No,High,1.0,Yes,Salle 23,185.0
Female,19.0,Telecom,3,99.1,1.0,62.0,67.4,63.5,1.0,0.2,6.9,No,No,Low,1.0,Yes,Salle 2,154.0
Male,25.0,GenieCivil,1,76.5,24.0,68.4,73.6,72.5,1.0,5.2,20.8,Yes,No,Low,3.0,No,Salle 6,149.0
Female,22.0,GenieCivil,4,78.1,22.0,65.1,55.0,55.9,1.0,0.6,13.3,No,No,Low,3.0,Yes,Salle 12,173.0
Male,21.0,Informatique,2,96.8,3.0,59.4,72.9,59.3,0.0,1.8,10.0,No,No,Middle,1.0,No,Salle 28,298.0
Female,22.0,Informatique,5,84.5,16.0,66.6,61.6,87.5,2.0,1.4,0.0,Yes,No,Low,1.0,Yes,Salle 8,109.0
Female,23.0,Chimie,5,82.2,18.0,63.3,44.7,83.5,3.0,0.6,7.0,No,No,Low,2.0,Yes,Salle 7,48.0
Male,21.0,Chimie,3,81.0,19.0,29.5,48.8,35.0,0.0,2.8,11.7,Yes,No,Middle,1.0,Yes,Salle 17,130.0
Female,25.0,Mecanique,1,100.0,0.0,68.3,67.2,67.0,4.0,1.6,13.8,No,No,Middle,2.0,Yes,Salle 17,186.0
Female,26.0,Informatique,1,91.0,9.0,67.3,100.0,16.8,1.0,0.4,6.4,Yes,No,Low,3.0,Yes,Salle 23,248.0
Male,22.0,Informatique,3,74.2,26.0,63.3,70.9,57.9,1.0,0.7,11.3,No,No,Middle,0.0,Yes,Salle 25,263.0
Male,24.0,Mecanique,3,80.6,19.0,46.9,61.6,100.0,0.0,1.5,10.5,No,No,High,1.0,No,Salle 30,212.0
Female,20.0,Informatique,4,91.7,8.0,49.4,56.5,30.1,1.0,0.7,5.1,Yes,No,Middle,1.0,No,Salle 26,230.0
Male,21.0,Chimie,5,80.6,19.0,64.8,91.1,55.3,1.0,1.4,11.5,Yes,No,Low,2.0,Yes,Salle 26,48.0
Male,22.0,Informatique,1,94.0,6.0,72.4,61.4,51.3,2.0,3.2,16.9,Yes,No,High,1.0,No,Salle 7,248.0
Male,24.0,Electrique,4,53.8,46.0,88.3,69.2,49.2,1.0,1.1,6.2,Yes,No,Middle,1.0,Yes,Salle 29,157.0
Female,22.0,GenieCivil,4,78.0,22.0,56.3,93.5,46.2,2.0,3.4,15.8,Yes,No,Middle,1.0,Yes,Salle 4,173.0
Male,22.0,Informatique,3,88.3,12.0,51.9,73.1,15.4,1.0,0.9,11.0,Yes,No,Low,2.0,No,Salle 20,263.0
Male,23.0,Mecanique,3,82.9,17.0,63.8,91.5,91.0,0.0,1.0,15.1,No,No,Low,2.0,No,Salle 7,212.0
Male,22.0,Electrique,2,90.4,10.0,40.3,63.1,52.8,1.0,1.4,11.5,No,No,Middle,1.0,No,Salle 6,185.0
Female,20.0,Energetique,5,84.7,15.0,96.8,60.6,92.7,0.0,2.2,14.0,Yes,Yes,High,0.0,No,Salle 9,40.0
Female,23.0,Electrique,1,94.0,6.0,57.4,55.1,100.0,1.0,1.0,4.1,Yes,No,Low,1.0,Yes,Salle 4,143.0
Female,23.0,Electrique,4,96.4,4.0,64.3,47.8,86.7,2.0,0.6,1.1,No,No,Middle,1.0,No,Salle 17,157.0
Male,23.0,Mecanique,1,66.6,33.0,66.2,43.9,50.1,0.0,2.9,20.6,Yes,No,Middle,1.0,No,Salle 16,186.0
Female,20.0,Electrique,2,72.8,27.0,72.8,92.8,74.4,1.0,0.9,3.0,No,Yes,Low,1.0,Yes,Salle 28,185.0
Male,21.0,Informatique,2,78.7,21.0,74.8,100.0,58.4,1.0,2.3,14.4,Yes,Yes,High,1.0,Yes,Salle 14,298.0
Male,23.0,Mecanique,4,89.9,10.0,69.6,19.8,33.7,1.0,0.6,13.6,No,No,Low,1.0,Yes,Salle 3,178.0
Male,22.0,Informatique,2,65.9,34.0,42.4,48.6,60.2,0.0,5.1,26.8,Yes,No,Low,0.0,Yes,Salle 25,298.0
Male,18.0,GenieCivil,3,83.8,16.0,54.5,79.6,48.4,2.0,0.4,7.8,Yes,No,Middle,1.0,Yes,Salle 24,185.0
Female,22.0,GenieCivil,1,72.1,28.0,64.7,85.2,24.2,2.0,0.8,4.5,No,Yes,Middle,0.0,Yes,Salle 25,149.0
Female,23.0,Informatique,3,76.8,23.0,71.0,61.6,68.5,2.0,1.0,4.4,No,No,Middle,4.0,No,Salle 29,263.0
Female,22.0,Informatique,1,83.7,16.0,53.1,90.8,62.6,0.0,1.3,10.2,No,Yes,High,1.0,Yes,Salle 13,248.0
Male,22.0,Mecanique,3,100.0,0.0,73.2,46.5,53.0,4.0,3.5,22.7,Yes,No,Middle,0.0,Yes,Salle 16,212.0
Female,19.0,Chimie,4,75.2,25.0,74.1,82.3,44.3,0.0,0.1,10.8,Yes,Yes,Middle,1.0,Yes,Salle 11,93.0
Female,21.0,Energetique,1,69.3,31.0,73.2,53.6,96.4,0.0,0.7,9.8,No,No,Middle,1.0,Yes,Salle 5,83.0
Male,21.0,Informatique,2,100.0,0.0,76.5,63.7,28.3,2.0,1.6,8.8,Yes,No,Low,0.0,Yes,Salle 26,298.0
Male,25.0,GenieCivil,2,82.2,12.0,83.6,58.3,60.7,1.0,1.3,6.2,Yes,No,High,1.0,Yes,Salle 26,177.0
Male,20.0,Mecanique,2,75.2,25.0,47.8,95.4,48.2,0.0,0.5,9.9,Yes,No,Middle,0.0,Yes,Salle 4,231.0
Male,24.0,GenieCivil,1,70.3,30.0,62.0,100.0,65.3,2.0,1.9,17.6,No,No,Middle,1.0,Yes,Salle 16,149.0
Male,21.0,Electrique,5,75.2,25.0,78.8,61.6,61.6,0.0,0.7,8.3,Yes,Yes,Middle,3.0,No,Salle 9,80.0
Male,23.0,GenieCivil,2,69.6,30.0,100.0,73.2,38.2,1.0,0.8,9.0,Yes,No,Middle,1.0,No,Salle 14,177.0
Female,23.0,Telecom,3,85.6,14.0,59.7,59.7,57.4,2.0,4.3,17.5,Yes,No,Low,0.0,Yes,Salle 28,154.0
Male,21.0,Mecanique,3,80.4,20.0,74.1,76.0,68.4,1.0,0.0,10.1,No,No,High,0.0,Yes,Salle 28,212.0
Male,23.0,Electrique,1,71.6,28.0,74.1,81.8,62.8,2.0,2.7,7.7,No,No,Low,1.0,Yes,Salle 24,143.0
Female,21.0,Mecanique,1,57.8,42.0,65.8,69.0,56.9,1.0,1.2,17.6,No,No,Middle,1.0,Yes,Salle 13,186.0
Female,24.0,Electrique,3,86.7,13.0,85.6,72.5,79.0,0.0,3.0,12.3,Yes,Yes,Middle,0.0,Yes,Salle 23,188.0
Female,23.0,GenieCivil,4,93.0,7.0,82.4,40.9,26.4,0.0,1.4,4.8,Yes,No,Low,2.0,Yes,Salle 10,173.0
Female,26.0,Mecanique,4,82.0,18.0,61.1,78.7,73.0,1.0,2.3,12.8,Yes,Yes,Middle,0.0,Yes,Salle 30,178.0
Female,22.0,Chimie,1,71.5,28.0,56.2,73.8,61.4,2.0,1.4,1.4,Yes,No,Middle,3.0,Yes,Salle 4,96.0
Male,25.0,Mecanique,3,100.0,0.0,40.6,59.3,51.6,4.0,0.2,7.9,No,No,Middle,1.0,Yes,Salle 22,212.0
Male,18.0,Informatique,1,88.1,12.0,100.0,72.4,89.2,1.0,6.2,35.0,No,No,Low,2.0,Yes,Salle 30,248.0
Female,26.0,GenieCivil,2,90.4,10.0,65.5,85.9,75.3,2.0,4.6,31.2,No,No,Middle,3.0,Yes,Salle 19,177.0
Male,21.0,Informatique,4,100.0,0.0,72.9,63.4,63.8,1.0,0.9,4.7,Yes,No,Middle,3.0,Yes,Salle 3,230.0
Male,21.0,Chimie,1,92.7,7.0,39.2,44.5,73.8,2.0,0.8,6.1,Yes,No,Middle,0.0,No,Salle 8,96.0
Male,21.0,Informatique,3,92.0,8.0,65.1,61.6,63.8,1.0,0.1,13.5,Yes,No,Low,0.0,Yes,Salle 28,263.0
Female,22.0,Telecom,1,85.2,15.0,64.8,54.2,60.5,0.0,1.2,12.0,Yes,Yes,High,3.0,Yes,Salle 9,121.0
Male,20.0,Chimie,3,81.1,19.0,50.6,58.2,78.8,1.0,0.3,4.4,Yes,No,Middle,1.0,Yes,Salle 23,130.0
Female,24.0,Chimie,2,96.5,4.0,60.3,69.9,61.4,1.0,4.3,17.4,No,No,Middle,2.0,Yes,Salle 28,119.0
Male,27.0,GenieCivil,1,80.8,19.0,94.2,47.3,84.1,0.0,1.5,18.2,No,No,Low,1.0,No,Salle 6,149.0
Male,25.0,Informatique,4,99.2,1.0,85.1,60.5,67.9,1.0,1.8,17.9,No,No,Middle,2.0,No,Salle 26,230.0
Male,23.0,Chimie,4,69.9,30.0,69.9,56.5,83.5,2.0,4.1,19.4,Yes,No,Middle,2.0,Yes,Salle 21,93.0
Female,21.0,Informatique,3,76.2,24.0,67.4,68.1,68.0,0.0,1.3,8.8,Yes,No,Middle,2.0,Yes,Salle 21,263.0
Female,24.0,Informatique,5,59.1,41.0,69.3,71.2,64.7,1.0,3.8,14.8,Yes,No,Low,1.0,Yes,Salle 13,109.0
Other,26.0,Chimie,3,81.4,19.0,59.7,55.6,35.9,1.0,1.5,10.4,Yes,No,Middle,1.0,Yes,Salle 3,130.0
Male,24.0,GenieCivil,1,73.7,26.0,65.1,42.7,67.0,1.0,2.1,11.5,No,No,Middle,5.0,Yes,Salle 29,149.0
Male,23.0,Informatique,2,73.8,26.0,79.6,58.3,52.6,3.0,1.8,15.5,Yes,No,Middle,1.0,Yes,Salle 17,298.0
Female,20.0,Informatique,2,74.6,25.0,88.3,57.9,59.2,1.0,0.4,7.3,No,No,Middle,1.0,No,Salle 28,298.0
Male,20.0,Electrique,5,89.3,11.0,67.1,62.4,50.7,1.0,1.6,8.4,No,No,Middle,1.0,No,Salle 1,80.0
Male,21.0,GenieCivil,1,77.6,22.0,55.7,70.5,65.2,1.0,1.7,15.2,Yes,Yes,High,1.0,No,Salle 23,149.0
Male,19.0,Telecom,4,97.1,3.0,95.2,20.6,76.3,1.0,3.3,12.7,Yes,Yes,Middle,1.0,No,Salle 15,121.0
